#---Properties and values from: http://dbpedia.org/resource/Leipzig
Property	Value
http://dbpedia.org/ontology/abstract	Leipzig (en alemán: Acerca de este sonido [ˈlaɪpʦɪç] (?·i)) o Lipsia, en español, es una ciudad alemana en el noroeste del estado de Sajonia. Con 560 472 habitantes a finales de diciembre 2015 es la ciudad más poblada de ese estado federado y tras Berlín. Con respecto a toda Alemania, es menos poblada que Berlín, Hamburgo y Múnich, por resaltar algunas. Ya en el año 1165 recibió el derecho de ciudad y de mercado (ahora recinto ferial). Desde entonces, Leipzig se convirtió en uno de los centros de comercio más importantes de la Europa central. La ciudad tiene una larga tradición de recinto ferial y una de las ferias más antiguas (1190) de Europa. Junto con Fráncfort del Meno es Leipzig el centro histórico de la imprenta y el comercio. Además, cuenta con una de las universidades —tanto clásica como de música— más antiguas de Alemania. En las últimas décadas, Leipzig fue el centro de las manifestaciones de los lunes (Montagsdemonstrationen) de 1989, las cuales dieron el impulso necesario a la reunificación alemana. La ciudad de Leipzig tiene una gran tradición musical, debido, entre otros, a Johann Sebastian Bach, Richard Wagner y Felix Mendelssohn. La Orquesta de la Gewandhaus y el Coro de Santo Tomás han engrandecido la fama de la ciudad en el mundo de la música.@es
http://dbpedia.org/ontology/leaderTitle	Oberbürgermeister@en
http://dbpedia.org/property/janRecordLowC	-27.600000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/junSun	224.80000000000001137^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/north	http://dbpedia.org/resource/Dessau
http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Kingdom_of_Saxony
http://dbpedia.org/property/janRecordHighC	15.900000000000000355^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/wikiPageID	17955^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/augMeanC	18.600000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/Timeline_of_Leipzig
http://www.w3.org/2000/01/rdf-schema#comment	Leipzig is een kreisfreie Stadt in Duitsland gelegen aan de Pleiße met 560.000 inwoners (2015). Het is na Berlijn de grootste stad van de nieuwe Duitse deelstaten (de voormalige DDR) en de 11e stad van het huidige Duitsland. Van 1949-1990 maakte Leipzig deel uit van het communistische Oost-Duitsland.@nl
http://dbpedia.org/ontology/abstract	ライプツィヒ（ドイツ語: Leipzig.ogg Leipzig）は、ザクセン州に属するドイツの都市である。人口は約52万1千人（2012年12月現在）、ザクセン州では州都ドレスデンをやや上回って最大の都市で、旧東ドイツ地域ではベルリンに次いで2番目である。日本語ではライプチヒとも表記される（参照）。南部ドイツ語ではライプツィクと発音されることもある。 バッハやメンデルスゾーンらゆかりのドイツを代表する音楽の街、またベルリンの壁崩壊、ひいては東西両ドイツの統一の端緒となった住民運動の発祥地として知られる。@ja
http://www.w3.org/2002/07/owl#sameAs	http://id.dbpedia.org/resource/Leipzig
http://dbpedia.org/property/marHighC	8.6999999999999992895^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Object100002684
http://dbpedia.org/property/novPrecipitationMm	43.399999999999998579^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/febHighC	4.2999999999999998224^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/decSun	51.100000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://dbpedia.org/resource/Leipzig
http://www.w3.org/2002/07/owl#sameAs	http://it.dbpedia.org/resource/Lipsia
http://dbpedia.org/property/decLowC	-1.1999999999999999556^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#label	莱比锡@zh
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://umbel.org/umbel/rc/Village
http://www.w3.org/2002/07/owl#sameAs	http://yago-knowledge.org/resource/Leipzig
http://dbpedia.org/property/octMeanC	9.8000000000000007105^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/east	http://dbpedia.org/resource/Dresden
http://dbpedia.org/property/junPrecipitationMm	54.799999999999997158^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/maySun	227.40000000000000568^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/Margraviate_of_Meissen
http://dbpedia.org/property/latDeg	51^^http://www.w3.org/2001/XMLSchema#integer
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/District108552138
http://dbpedia.org/property/julMeanC	19^^http://www.w3.org/2001/XMLSchema#integer
http://xmlns.com/foaf/0.1/isPrimaryTopicOf	http://en.wikipedia.org/wiki/Leipzig
http://dbpedia.org/property/octSun	122.90000000000000568^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/yearMeanC	9.4499999999999992895^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/yearPrecipitationMm	534.10000000000002274^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/YagoLegalActorGeo
http://dbpedia.org/property/novMeanC	4.7000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/junMeanC	16.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/align	right^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/octLowC	6.2000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/WikicatCitiesInGermany
http://dbpedia.org/property/julRecordHighC	36.600000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/image	Völkerschlachtdenkmal Leipzig HDR.jpg^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/novHighC	7.5999999999999996447^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/southwest	http://dbpedia.org/resource/Jena
http://dbpedia.org/property/state	Sachsen^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/yearRecordHighC	37.200000000000002842^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Town108665504
http://dbpedia.org/property/junHighC	21.699999999999999289^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Municipality108626283
http://dbpedia.org/ontology/abstract	Ле́йпциг (нем. Leipzig, МФА (нем.): [ˈlaɪptsɪç] (инф.), лат. Lipsia, в.-луж. Lipsk) — город в Германии, расположенный на западе федеральной земли Саксония. По численности населения (около 570 000 человек) Лейпциг является крупнейшим городом Саксонии, и десятым — в Германии, а также наиболее быстро растущим большим немецким городом. Известный своим университетом и ярмарками, Лейпциг представляет собой экономический, культурный, научный и транспортный центр Средней Германии. Совместно с расположенным в 32 км западнее Галле в земле Саксония-Анхальт Лейпциг образует городскую агломерацию с численностью населения порядка 1,1 млн человек, и является одним из экономически наиболее развитых регионов Восточной Германии. После получения городских и торговых привилегий в 1165 году, Лейпциг уже во время немецкого расселения на восток приобрёл статус важного центра торговли, в первую очередь, благодаря торговле пушниной, угасшей после Второй мировой войны. Кроме того, с периода Позднего Средневековья, особенно с момента основания Лейпцигского университета, город был центром немецкого книгопечатания и книготорговли, сохраняя этот статус вплоть до конца 1940-х годов. Многолетняя деятельность Иоганна Себастиана Баха и Феликса Мендельсона Бартольди основали продолжающуюся до наших дней богатую музыкальную традицию Лейпцига, воплощением которой в настоящее время служат хор Святого Фомы и Гевандхаус.@ru
http://www.w3.org/2000/01/rdf-schema#label	Лейпциг@ru
http://www.w3.org/2000/01/rdf-schema#label	لايبزيغ@ar
http://dbpedia.org/ontology/abstract	Leipzig is een kreisfreie Stadt in Duitsland gelegen aan de Pleiße met 560.000 inwoners (2015). Het is na Berlijn de grootste stad van de nieuwe Duitse deelstaten (de voormalige DDR) en de 11e stad van het huidige Duitsland. Van 1949-1990 maakte Leipzig deel uit van het communistische Oost-Duitsland.@nl
http://dbpedia.org/property/lonDeg	12^^http://www.w3.org/2001/XMLSchema#integer
http://www.w3.org/2000/01/rdf-schema#label	Leipzig@fr
http://www.w3.org/2000/01/rdf-schema#label	Leipzig@es
http://www.w3.org/2000/01/rdf-schema#label	Leipzig@en
http://www.w3.org/2000/01/rdf-schema#label	Leipzig@de
http://www.w3.org/2000/01/rdf-schema#label	Leipzig@pt
http://www.w3.org/2000/01/rdf-schema#label	Leipzig@nl
http://dbpedia.org/property/octRecordHighC	28.199999999999999289^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://sws.geonames.org/6548737/
http://dbpedia.org/ontology/areaTotal	297360000.0^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Place
http://dbpedia.org/property/type	Stadt^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/ontology/abstract	莱比锡（德语：Leipzig，索布语：Lipzk）是德国萨克森州第二大城市，前德意志民主共和国（東德）第二大城市。位于萨克森州莱比锡盆地中心。它的古称是Lipsia或Lipzk，来源于斯拉夫语Липа，意思是“酸橙树”或“椴树”。歌德称它为“小巴黎”。@zh
http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Cities_in_Saxony
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/ontology/Location
http://dbpedia.org/property/julPrecipitationMm	68.900000000000005684^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/WikicatCitiesInSaxony
http://dbpedia.org/ontology/abstract	Lipsia (in tedesco  /ˈlaɪ̯pt͡sɪç/, in sorabo Lipsk) è una città extracircondariale di 531 562 abitanti della Sassonia, in Germania.@it
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://umbel.org/umbel/rc/PopulatedPlace
http://www.w3.org/2000/01/rdf-schema#comment	لِبسِيا أو ليبسِك (لَيبتسِك، Leipzig بالألمانية وتلفظ ['laɪ̯ptsɪç]) هي ثاني أكبر مدن ولاية ساكسونيا في شرق ألمانيا. تم منح ليبسك صفة مدينة في العام 1165. تعدى سكان المدينة عام 1870 حاجز المئة ألف نسمة، حينها حصلت على صفة مدينة كبيرة. يبلغ عدد سكان المدينة اليوم حوالي نصف مليون نسمة. ليبسك هي مقر دائرة تحمل نفس الاسم، إحدى تقسيمات ساكسونيا الست الإدارية.تقع ليبسك على بعد 150 كيلومترًا جنوب برلين لعبت ليبسك دورًا مهمًا في سقوط الشيوعية في أوروبا الشرقية من خلال الأحداث التي حدثت حول كنيسة سانت نيكولاس.@ar
http://www.w3.org/2002/07/owl#sameAs	http://ja.dbpedia.org/resource/ライプツィヒ
http://dbpedia.org/property/metricFirst	Yes^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://www.w3.org/2000/01/rdf-schema#label	Lipsk@pl
http://dbpedia.org/property/image	Leipzig jm5869.jpg^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/UrbanArea108675967
http://dbpedia.org/property/aprHighC	13.900000000000000355^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#label	Lipsia@it
http://www.w3.org/2002/07/owl#sameAs	http://cs.dbpedia.org/resource/Lipsko
http://dbpedia.org/property/width	100^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/ontology/wikiPageRevisionID	743859097^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/ontology/areaCode	0341
http://dbpedia.org/property/junRecordLowC	1.8000000000000000444^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://data.nytimes.com/N86446625683764674801
http://dbpedia.org/property/sepHighC	19.300000000000000711^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/julRecordLowC	5.7000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/decRecordLowC	-20.199999999999999289^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#label	ライプツィヒ@ja
http://dbpedia.org/property/decPrecipitationMm	39.799999999999997158^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/octHighC	14^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/yearLowC	5.4699999999999997513^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/febSun	77.799999999999997158^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/district	Urban districts of Germany^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/width	270^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/mayHighC	19^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/julLowC	13.800000000000000711^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/List_of_twin_towns
http://www.w3.org/2000/01/rdf-schema#comment	Lipsia (in tedesco  /ˈlaɪ̯pt͡sɪç/, in sorabo Lipsk) è una città extracircondariale di 531 562 abitanti della Sassonia, in Germania.@it
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://umbel.org/umbel/rc/Town
http://www.w3.org/2000/01/rdf-schema#comment	Leipzig ([ˈlaɪ̯pt͡sɪç]; Mundart Leibz’sch) ist eine kreisfreie sowie die größte Stadt im Freistaat Sachsen. Mit einer Zunahme der Bevölkerungszahl von über 18.000 zwischen Ende 2014 und Ende Februar 2016 ist sie die am schnellsten wachsende Großstadt Deutschlands und mit über 570.000 Einwohnern (31. März 2016) die zehntgrößte Stadt der Bundesrepublik Deutschland.Für Mitteldeutschland ist sie ein historisches Zentrum der Wirtschaft, des Handels und Verkehrs, der Verwaltung, Kultur und Bildung sowie für die „Kreativszene“.@de
http://www.w3.org/2002/07/owl#sameAs	http://de.dbpedia.org/resource/Leipzig
http://dbpedia.org/property/populationTotal	570087^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/southwest	http://dbpedia.org/resource/Erfurt
http://dbpedia.org/property/image	Federal Administrative Court Leipzig at night 2 .jpg^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/Germany
http://dbpedia.org/property/julHighC	24.5^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://linkedgeodata.org/triplify/node240111242
http://dbpedia.org/property/location	Leipzig/Halle, Germany for 1981–2010, temperature records for 1973–2013^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/PhysicalEntity100001930
http://dbpedia.org/property/yearHighC	13.669999999999999929^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/ontology/City
http://www.w3.org/2000/01/rdf-schema#comment	Lípsia (em alemão: Leipzig, IPA: [ˈlaɪ̯pt͡sɪç]) ouça) é uma cidade independente (em alemão: kreisfreie Stadt) do estado da Saxónia na Alemanha, sede da região administrativa homónima. Localiza-se no leste do país. Com mais de 544 mil habitantes, é a maior cidade da Saxónia. É parte do Triângulo saxão, a região metropolitana que também inclui Halle e Dresden. Tem origem num antigo povoado eslavo de nome Lipsk.@pt
http://dbpedia.org/ontology/PopulatedPlace/areaTotal	297.36^^http://dbpedia.org/datatype/squareKilometre
http://www.w3.org/2000/01/rdf-schema#comment	莱比锡（德语：Leipzig，索布语：Lipzk）是德国萨克森州第二大城市，前德意志民主共和国（東德）第二大城市。位于萨克森州莱比锡盆地中心。它的古称是Lipsia或Lipzk，来源于斯拉夫语Липа，意思是“酸橙树”或“椴树”。歌德称它为“小巴黎”。@zh
http://dbpedia.org/property/southeast	http://dbpedia.org/resource/Chemnitz
http://www.w3.org/2002/07/owl#sameAs	http://d-nb.info/gnd/4035206-7
http://dbpedia.org/property/sepRecordLowC	0.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/sepLowC	10.099999999999999645^^http://www.w3.org/2001/XMLSchema#decimal
http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:University_towns_in_Germany
http://dbpedia.org/property/augLowC	13.599999999999999645^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/thumbnail	http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Leipzig.svg?width=300
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Location100027167
http://www.w3.org/2002/07/owl#sameAs	http://fr.dbpedia.org/resource/Leipzig
http://dbpedia.org/property/octRecordLowC	-6.7000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/postalCode	04001-04357
http://xmlns.com/foaf/0.1/depiction	http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Leipzig.svg
http://www.w3.org/2000/01/rdf-schema#comment	Leipzig Leipzig (Lipsk en sorabe ; parfois Leipsick en français, plus rarement Leipsie, dans un contexte historique) est une ville d'Allemagne, du nord-ouest du Land de Saxe. Avec plus de 560 000 habitants (les Lipsiens), elle est la ville la plus peuplée de la Saxe, devant Dresde, la capitale politique du Land.@fr
http://dbpedia.org/property/augRecordHighC	37.200000000000002842^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/novSun	61.5^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2003/01/geo/wgs84_pos#geometry	POINT(12.383333206177 51.333332061768)^^http://www.openlinksw.com/schemas/virtrdf#Geometry
http://dbpedia.org/property/janHighC	3.2000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2003/01/geo/wgs84_pos#lat	51.333332061767578125^^http://www.w3.org/2001/XMLSchema#float
http://dbpedia.org/property/janMeanC	0.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/novRecordHighC	18.699999999999999289^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/janSun	62.799999999999997158^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/north	http://dbpedia.org/resource/Delitzsch
http://dbpedia.org/ontology/abstract	لِبسِيا أو ليبسِك (لَيبتسِك، Leipzig بالألمانية وتلفظ ['laɪ̯ptsɪç]) هي ثاني أكبر مدن ولاية ساكسونيا في شرق ألمانيا. تم منح ليبسك صفة مدينة في العام 1165. تعدى سكان المدينة عام 1870 حاجز المئة ألف نسمة، حينها حصلت على صفة مدينة كبيرة. يبلغ عدد سكان المدينة اليوم حوالي نصف مليون نسمة. ليبسك هي مقر دائرة تحمل نفس الاسم، إحدى تقسيمات ساكسونيا الست الإدارية.تقع ليبسك على بعد 150 كيلومترًا جنوب برلين تشتهر المدينة بكثرة المعارض المنظمة فيها. تعد إلى جانب فرانكفورت مركز تجاري ومركز لطباعة الكتب مهم على مدى التاريخ. بها أحد أقدم الجامعات الألمانية والعديد من الكليات والمعاهد العليا. ليبسك هي مركز لمنطقة ليبسك-هاله الصناعية وتعد أحد أهم المناطق الصناعية والتجارية في شرق ألمانيا. لعبت ليبسك دورًا مهمًا في سقوط الشيوعية في أوروبا الشرقية من خلال الأحداث التي حدثت حول كنيسة سانت نيكولاس. في عام 2010 صنفت ليبسك كواحدة من أكثر 70 مدينة صالحة للعيش في العالم، وصنفتها نيويورك تايمز كواحدة من 10 مدن ينصح بزيارتها.@ar
http://dbpedia.org/ontology/abstract	Leipzig ([ˈlaɪ̯pt͡sɪç]; Mundart Leibz’sch) ist eine kreisfreie sowie die größte Stadt im Freistaat Sachsen. Mit einer Zunahme der Bevölkerungszahl von über 18.000 zwischen Ende 2014 und Ende Februar 2016 ist sie die am schnellsten wachsende Großstadt Deutschlands und mit über 570.000 Einwohnern (31. März 2016) die zehntgrößte Stadt der Bundesrepublik Deutschland.Für Mitteldeutschland ist sie ein historisches Zentrum der Wirtschaft, des Handels und Verkehrs, der Verwaltung, Kultur und Bildung sowie für die „Kreativszene“. Leipzig ist eines der sechs Oberzentren Sachsens und bildet mit der rund 32 Kilometer entfernten Großstadt Halle (Saale) im Land Sachsen-Anhalt den Ballungsraum Leipzig-Halle, in dem etwa 1,1 Millionen Menschen leben. Mit Halle und weiteren Städten in den Ländern Sachsen, Sachsen-Anhalt und Thüringen ist Leipzig Teil der polyzentralen Metropolregion Mitteldeutschland. Nach Verleihung des Stadtrechts und der Marktprivilegien um das Jahr 1165 entwickelte sich Leipzig bereits während der deutschen Ostsiedlung zu einem wichtigen Handelszentrum. Leipzigs Tradition als bedeutender Messestandort in Mitteleuropa mit einer der ältesten Messen der Welt geht auf das Jahr 1190 zurück und war eng mit der langjährigen Rolle Leipzigs als internationales Zentrum des Pelzhandels verknüpft. Deshalb wurde Leipzig am 20. Dezember 1937 offiziell in Reichsmessestadt Leipzig umbenannt. Die Stadt ist ein historisches Zentrum des Buchdrucks und -handels. Außerdem befinden sich in Leipzig eine der ältesten Universitäten sowie die ältesten Hochschulen sowohl für Handel als auch für Musik in Deutschland. Leipzig verfügt über eine große musikalische Tradition, die vor allem auf das Wirken von Johann Sebastian Bach und Felix Mendelssohn Bartholdy zurückgeht und sich heute unter anderem auf die Bedeutung des Gewandhausorchesters und des Thomanerchors stützt. Im Zuge der Montagsdemonstrationen 1989, die einen entscheidenden Impuls für die Wende in der Deutschen Demokratischen Republik (DDR) gaben, wurde Leipzig als Heldenstadt bezeichnet. Die informelle Auszeichnung für den so mutigen wie friedlichen Einsatz vieler Leipziger Bürger einschließlich Kurt Masurs im Umfeld der Leipziger Nikolaikirche prägte den Ruf der Stadt nach der Wende und wird beim Stadtmarketing unter dem Motto „Leipziger Freiheit“ aufgegriffen. Darüber hinaus ist Leipzig für seinen Reichtum an aufwändig sanierten bzw. rekonstruierten Kulturdenkmalen und städtischen Kanälen, den artenreichen Zoo sowie das durch Rekultivierung ehemaliger Braunkohletagebaue entstehende Leipziger Neuseenland bekannt.@de
http://dbpedia.org/property/south	http://dbpedia.org/resource/Zwickau
http://dbpedia.org/ontology/wikiPageExternalLink	http://www.virtualcityleipzig.de/en/start
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/ontology/Place
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/Bombing_of_Leipzig
http://dbpedia.org/property/augPrecipitationMm	63.100000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/width	280^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/caption	http://dbpedia.org/resource/Monument_to_the_Battle_of_the_Nations
http://dbpedia.org/property/source	Data derived from Deutscher Wetterdienst, note: sunshine hours are from 1991–2013^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/febMeanC	1.1000000000000000888^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/aprMeanC	8.9000000000000003553^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/City108524735
http://www.w3.org/2002/07/owl#sameAs	http://rdf.freebase.com/ns/m.04kf4
http://dbpedia.org/property/mayLowC	8.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/yearSun	1737.2999999999999545^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://pt.dbpedia.org/resource/Leipzig
http://dbpedia.org/property/mayMeanC	13.800000000000000711^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/sepSun	160.90000000000000568^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/date	2014-06-25^^http://www.w3.org/2001/XMLSchema#date
http://www.w3.org/ns/prov#wasDerivedFrom	http://en.wikipedia.org/wiki/Leipzig?oldid=743859097
http://www.w3.org/2002/07/owl#sameAs	http://linked-web-apis.fit.cvut.cz/resource/leipzig_city
http://www.w3.org/2002/07/owl#sameAs	http://www4.wiwiss.fu-berlin.de/eurostat/resource/regions/Leipzig
http://dbpedia.org/property/southwest	http://dbpedia.org/resource/Weimar
http://dbpedia.org/property/south	http://dbpedia.org/resource/Gera
http://dbpedia.org/property/aprRecordHighC	29.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/imageFlag	Flag of Leipzig.svg^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/sepRecordHighC	32.899999999999998579^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/wikiPageExternalLink	https://web.archive.org/web/20150216035939/https:/festly.com/events-in-leipzig
http://dbpedia.org/property/mayRecordLowC	-2.6000000000000000888^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/Region108630985
http://dbpedia.org/property/febLowC	-2^^http://www.w3.org/2001/XMLSchema#integer
http://www.w3.org/2002/07/owl#sameAs	http://www.wikidata.org/entity/Q2079
http://dbpedia.org/property/junRecordHighC	34.799999999999997158^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Thing
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.wikidata.org/entity/Q486972
http://dbpedia.org/property/wordnet_type	http://www.w3.org/2006/03/wn/wn20/instances/synset-city-noun-3
http://dbpedia.org/ontology/abstract	Lipsk (niem. Leipzig; górnołuż. Lipsk; czes. Lipsko; łac. Lipsia) – miasto na prawach powiatu, najliczniejszy ośrodek Saksonii i drugi, po Berlinie, Niemiec wschodnich. Miasto należy do aglomeracji Lipsk-Halle, która liczy ok. 996 100 mieszkańców (2009). Lipsk to duży ośrodek przemysłowy, jedno z ważniejszych centrów handlu (Targi Lipskie), ośrodek kultury i nauki z kilkusetletnią tradycją. Najmniej zniszczone w czasie II wojny światowej spośród wielkich metropolii niemieckich posiada najlepiej w całym kraju zachowany zespół dzielnic XIX- i XX-wiecznych.@pl
http://purl.org/linguistics/gold/hypernym	http://dbpedia.org/resource/City
http://dbpedia.org/property/marRecordHighC	23^^http://www.w3.org/2001/XMLSchema#integer
http://www.w3.org/2002/07/owl#sameAs	http://nl.dbpedia.org/resource/Leipzig
http://dbpedia.org/property/marPrecipitationMm	38.799999999999997158^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://sws.geonames.org/2879139/
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/World_War_II
http://dbpedia.org/ontology/leaderParty	http://dbpedia.org/resource/Social_Democratic_Party_of_Germany
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/Sister_cities
http://www.w3.org/2003/01/geo/wgs84_pos#long	12.383333206176757812^^http://www.w3.org/2001/XMLSchema#float
http://dbpedia.org/property/marMeanC	4.7000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
