"EntityType"	"totalSameAs"
"http://dbpedia.org/class/yago/WikicatTownsInNewYork"	6347
"http://dbpedia.org/class/yago/WikicatAstronomicalObjectsDiscoveredIn1953"	6344
"http://dbpedia.org/class/yago/Wikicat1997Films"	6341
"http://dbpedia.org/class/yago/Chaplain109908508"	6337
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInLowerAustria"	6332
"http://dbpedia.org/class/yago/WikicatMangaArtists"	6330
"http://dbpedia.org/class/yago/Saying107151380"	6329
"http://dbpedia.org/class/yago/WikicatRiversOfNorthAmerica"	6328
"http://dbpedia.org/class/yago/WikicatExpatriateFootballersInRomania"	6327
"http://dbpedia.org/ontology/Currency"	6325
"http://dbpedia.org/class/yago/WikicatFellowsOfTheBritishAcademy"	6321
"http://dbpedia.org/class/yago/Wikicat20th-centuryRomanCatholicArchbishops"	6315
"http://dbpedia.org/class/yago/WikicatStokeCityF.C.Players"	6310
"http://dbpedia.org/class/yago/WikicatEnglishFemaleSingers"	6307
"http://dbpedia.org/class/yago/WikicatMunicipalitiesInQuebec"	6306
"http://dbpedia.org/class/yago/WikicatOpinionJournalists"	6305
"http://dbpedia.org/class/yago/SerialKiller110581464"	6299
"http://dbpedia.org/class/yago/WikicatClassicalOrganists"	6298
"http://dbpedia.org/class/yago/Biography106515827"	6297
"http://dbpedia.org/class/yago/WikicatAmericanSilentFilmActresses"	6296
"http://dbpedia.org/class/yago/WikicatFrenchCyclists"	6292
"http://dbpedia.org/class/yago/Wikicat1960sAutomobiles"	6289
"http://dbpedia.org/class/yago/Objection107208338"	6288
"http://dbpedia.org/class/yago/Protest107210225"	6288
"http://umbel.org/umbel/rc/Situation"	6286
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInEmilia-Romagna"	6281
"http://dbpedia.org/class/yago/Court108329453"	6279
"http://dbpedia.org/class/yago/WikicatActionVideoGames"	6277
"http://dbpedia.org/class/yago/AircraftEngine102687423"	6276
"http://dbpedia.org/class/yago/Accessory109759875"	6276
"http://dbpedia.org/class/yago/WikicatPGATourGolfers"	6276
"http://dbpedia.org/class/yago/Confederate109953483"	6276
"http://dbpedia.org/class/yago/WikicatDutchGoldenAgePainters"	6275
"http://dbpedia.org/class/yago/WikicatPeopleFromDallas,Texas"	6273
"http://dbpedia.org/class/yago/Plaything103964744"	6272
"http://dbpedia.org/class/yago/WikicatVillagesInNorthYorkshire"	6269
"http://dbpedia.org/class/yago/WikicatAmericanIndieRockGroups"	6258
"http://dbpedia.org/class/yago/Racer104037443"	6256
"http://dbpedia.org/class/yago/WikicatGermanPhysicists"	6255
"http://dbpedia.org/class/yago/WikicatChicagoBearsPlayers"	6253
"http://dbpedia.org/class/yago/Wikicat19th-centuryItalianPeople"	6251
"http://dbpedia.org/class/yago/WikicatAmericanActionThrillerFilms"	6249
"http://dbpedia.org/class/yago/ArtCritic109810867"	6247
"http://dbpedia.org/class/yago/WikicatDiscoveriesByKenzoSuzuki(astronomer)"	6246
"http://dbpedia.org/class/yago/WikicatGreekFootballers"	6244
"http://dbpedia.org/class/yago/WikicatFrenchPhilosophers"	6243
"http://dbpedia.org/class/yago/WikicatBillboardHotCountrySongsNumber-oneSingles"	6242
"http://dbpedia.org/class/yago/Resident110523519"	6235
"http://dbpedia.org/class/yago/WikicatJapaneseActresses"	6234
"http://dbpedia.org/class/yago/WikicatAirportsInEurope"	6234
"http://dbpedia.org/class/yago/UnwelcomePerson109631129"	6233
"http://dbpedia.org/class/yago/WikicatLGBTRightsActivistsFromTheUnitedStates"	6232
"http://dbpedia.org/ontology/Hotel"	6226
"http://dbpedia.org/class/yago/Profession108112096"	6226
"http://dbpedia.org/class/yago/OccupationalGroup108403631"	6226
"http://dbpedia.org/class/yago/Wikicat1980sComedyFilms"	6225
"http://dbpedia.org/class/yago/WikicatDaysOfTheYear"	6225
"http://dbpedia.org/class/yago/Submersible104348184"	6220
"http://dbpedia.org/class/yago/Submarine104347754"	6220
"http://dbpedia.org/class/yago/Hurricane111467018"	6215
"http://dbpedia.org/class/yago/WikicatDiscoveriesBySchelteJ.Bus"	6214
"http://dbpedia.org/class/yago/WikicatAfrican-AmericanPlayersOfAmericanFootball"	6213
"http://dbpedia.org/class/yago/WikicatÉcoleNormaleSupérieureAlumni"	6211
"http://dbpedia.org/class/yago/WikicatPeopleFromTehran"	6209
"http://dbpedia.org/class/yago/HymenopterousInsect102206270"	6208
"http://dbpedia.org/class/yago/Snake101726692"	6208
"http://dbpedia.org/class/yago/WikicatDiscoveriesByEleanorF.Helin"	6208
"http://dbpedia.org/class/yago/Wikicat21st-centuryEnglishMaleActors"	6207
"http://dbpedia.org/class/yago/Wikicat2002Singles"	6206
"http://dbpedia.org/class/yago/WikicatFinnishPeople"	6206
"http://dbpedia.org/class/yago/SemiconductorDevice104171831"	6204
"http://dbpedia.org/class/yago/WikicatBiologists"	6192
"http://dbpedia.org/class/yago/Viscount110756148"	6191
"http://www.wikidata.org/entity/Q27686"	6189
"http://dbpedia.org/class/yago/WikicatAmericanCartoonists"	6189
"http://schema.org/Hotel"	6189
"http://dbpedia.org/class/yago/FieldMarshal110086821"	6188
"http://dbpedia.org/class/yago/Marshal110296176"	6188
"http://dbpedia.org/class/yago/WikicatOlympicMedalistsInFieldHockey"	6185
"http://dbpedia.org/class/yago/WikicatTownshipsInIowa"	6183
"http://dbpedia.org/class/yago/WikicatEnglishDramatistsAndPlaywrights"	6181
"http://dbpedia.org/class/yago/WikicatMunicipalitiesOfNorway"	6179
"http://dbpedia.org/class/yago/WikicatFootballClubsInGermany"	6179
"http://dbpedia.org/class/yago/Class107974025"	6177
"http://dbpedia.org/class/yago/WikicatGermanJournalists"	6175
"http://dbpedia.org/class/yago/GraphicDesigner110144055"	6174
"http://dbpedia.org/class/yago/WikicatUEFAEuro2012Players"	6172
"http://dbpedia.org/class/yago/WikicatShortFilms"	6169
"http://dbpedia.org/class/yago/Sequel107295507"	6169
"http://dbpedia.org/class/yago/Result107292694"	6169
"http://dbpedia.org/class/yago/WikicatIndependentRecordLabels"	6168
"http://dbpedia.org/class/yago/Narrative107221094"	6167
"http://dbpedia.org/class/yago/WikicatBaseballPlayersFromPennsylvania"	6166
"http://dbpedia.org/class/yago/WikicatHeavyMetalAlbums"	6166
"http://dbpedia.org/class/yago/Reef109406793"	6166
"http://dbpedia.org/class/yago/WikicatAmericanBoxers"	6165
"http://dbpedia.org/class/yago/WikicatCriticallyEndangeredPlants"	6164
"http://dbpedia.org/class/yago/Convention108309086"	6160
"http://dbpedia.org/class/yago/WikicatAmericanFootballOffensiveGuards"	6160
"http://dbpedia.org/class/yago/WikicatGermanMathematicians"	6159
"http://dbpedia.org/class/yago/WikicatAmericanLGBT-relatedFilms"	6149
"http://dbpedia.org/class/yago/WikicatAstronomicalObjectsDiscoveredIn1970"	6149
"http://dbpedia.org/class/yago/WikicatMammalsOfAfrica"	6144
"http://dbpedia.org/class/yago/WikicatUEFAEuro2008Players"	6140
"http://dbpedia.org/class/yago/Empress110053439"	6139
"http://dbpedia.org/class/yago/Wikicat2001Singles"	6138
"http://dbpedia.org/class/yago/SteamLocomotive104310018"	6134
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInWisconsin"	6134
"http://dbpedia.org/class/yago/Wikicat20th-centuryGermanWriters"	6127
"http://dbpedia.org/class/yago/Attempt100786195"	6126
"http://dbpedia.org/class/yago/RepresentationalProcess105765159"	6125
"http://dbpedia.org/class/yago/WikicatAmericanRockMusicians"	6124
"http://dbpedia.org/class/yago/WikicatArsenalF.C.Players"	6121
"http://dbpedia.org/class/yago/WikicatOperaticSopranos"	6116
"http://dbpedia.org/class/yago/WikicatVideoGameSequels"	6113
"http://dbpedia.org/class/yago/WikicatAmericanJazzPianists"	6110
"http://dbpedia.org/class/yago/WikicatDistrictsOfIndia"	6108
"http://dbpedia.org/class/yago/Treasurer110727256"	6101
"http://dbpedia.org/class/yago/WikicatFungiOfNorthAmerica"	6101
"http://dbpedia.org/class/yago/WikicatEntomologists"	6094
"http://dbpedia.org/class/yago/BoundaryLine108512736"	6094
"http://dbpedia.org/class/yago/WikicatPeopleFromAntwerp"	6094
"http://dbpedia.org/class/yago/Monarchist110327824"	6092
"http://dbpedia.org/class/yago/WikicatPeopleFromTheProvinceOfSilesia"	6090
"http://dbpedia.org/class/yago/WikicatAmericanNobelLaureates"	6088
"http://dbpedia.org/class/yago/Spaceflight100313502"	6088
"http://dbpedia.org/class/yago/Voyage100312553"	6088
"http://dbpedia.org/class/yago/Wikicat1999Singles"	6087
"http://dbpedia.org/class/yago/Highland109302616"	6085
"http://dbpedia.org/class/yago/WikicatPeopleFromSantiago"	6083
"http://dbpedia.org/class/yago/Prefecture108626947"	6079
"http://dbpedia.org/class/yago/AerospaceEngineer109776079"	6077
"http://dbpedia.org/class/yago/WikicatFungiOfEurope"	6077
"http://dbpedia.org/class/yago/WikicatCommunesOfCharente-Maritime"	6076
"http://dbpedia.org/class/yago/WikicatRoyalNavyAdmirals"	6073
"http://dbpedia.org/class/yago/WikicatCommunesOfPuy-de-Dôme"	6067
"http://dbpedia.org/class/yago/WikicatIndianWriters"	6066
"http://dbpedia.org/class/yago/Dish103206908"	6063
"http://dbpedia.org/class/yago/Barony113251906"	6057
"http://dbpedia.org/class/yago/Abnormality114501726"	6056
"http://dbpedia.org/class/yago/WikicatMacArthurFellows"	6055
"http://dbpedia.org/class/yago/WikicatBirdsOfEcuador"	6053
"http://dbpedia.org/ontology/BusCompany"	6050
"http://dbpedia.org/class/yago/Coin113388245"	6047
"http://dbpedia.org/class/yago/Coinage113387877"	6047
"http://dbpedia.org/ontology/Religious"	6046
"http://dbpedia.org/class/yago/Wikicat1910sDramaFilms"	6046
"http://dbpedia.org/class/yago/WikicatTottenhamHotspurF.C.Players"	6042
"http://dbpedia.org/class/yago/Perpetrator110417168"	6039
"http://dbpedia.org/class/yago/WikicatPhenolEthers"	6038
"http://dbpedia.org/class/yago/WikicatAlcohols"	6036
"http://dbpedia.org/class/yago/WikicatRomanianPeople"	6035
"http://dbpedia.org/class/yago/WikicatCompaniesBasedInNewYorkCity"	6028
"http://dbpedia.org/class/yago/WikicatSpanishWriters"	6026
"http://dbpedia.org/ontology/Conifer"	6021
"http://dbpedia.org/class/yago/WikicatCitiesInRioGrandeDoSul"	6019
"http://dbpedia.org/class/yago/Wikicat19th-centuryEnglishPainters"	6016
"http://dbpedia.org/class/yago/WikicatJuilliardSchoolAlumni"	6009
"http://dbpedia.org/class/yago/CarManufacturer108066763"	6008
"http://dbpedia.org/class/yago/WikicatSouthamptonF.C.Players"	6004
"http://dbpedia.org/class/yago/WikicatGeneticDisorders"	6003
"http://dbpedia.org/class/yago/WikicatHarvardBusinessSchoolAlumni"	6003
"http://dbpedia.org/class/yago/WikicatBirdsOfIndonesia"	6003
"http://www.wikidata.org/entity/Q34493"	6001
"http://dbpedia.org/class/yago/WikicatAmericanBiologists"	5997
"http://dbpedia.org/class/yago/WikicatEnglishRugbyLeaguePlayers"	5997
"http://dbpedia.org/class/yago/Doctrine105943300"	5995
"http://umbel.org/umbel/rc/Cardinal_CatholicBishop"	5991
"http://dbpedia.org/class/yago/Wikicat1986FIFAWorldCupPlayers"	5988
"http://dbpedia.org/class/yago/WikicatJohnsHopkinsUniversityAlumni"	5988
"http://dbpedia.org/class/yago/WikicatFilmsBasedOnShortFiction"	5983
"http://dbpedia.org/class/yago/WikicatRenaissanceComposers"	5978
"http://dbpedia.org/class/yago/WikicatAnglophoneQuebecPeople"	5978
"http://dbpedia.org/class/yago/PlantOrgan113087625"	5975
"http://dbpedia.org/class/yago/Dessert107609840"	5974
"http://dbpedia.org/class/yago/WikicatPeopleFromSãoPaulo(city)"	5974
"http://dbpedia.org/class/yago/WikicatCommunesOfIvoryCoast"	5973
"http://dbpedia.org/class/yago/Inmate110207370"	5966
"http://dbpedia.org/class/yago/WikicatExpatriateFootballersInSweden"	5965
"http://dbpedia.org/class/yago/WikicatNewYorkStateSenators"	5965
"http://dbpedia.org/class/yago/WikicatBirdsOfBolivia"	5964
"http://dbpedia.org/class/yago/WikicatBirdsOfNorthAmerica"	5960
"http://dbpedia.org/class/yago/GuidedMissile103466162"	5960
"http://dbpedia.org/class/yago/Wikicat1982FIFAWorldCupPlayers"	5957
"http://dbpedia.org/class/yago/ChiefJustice109916788"	5954
"http://dbpedia.org/class/yago/WikicatFrenchSingers"	5944
"http://dbpedia.org/class/yago/WikicatWehrmachtGenerals"	5944
"http://dbpedia.org/class/yago/WikicatPeopleFromPittsburgh,Pennsylvania"	5944
"http://dbpedia.org/class/yago/WikicatAfrican-AmericanActresses"	5940
"http://dbpedia.org/class/yago/WikicatA.S.RomaPlayers"	5940
"http://dbpedia.org/class/yago/WikicatItalianActors"	5936
"http://www.wikidata.org/entity/Q9143"	5936
"http://dbpedia.org/class/yago/WikicatGermanPhysicians"	5934
"http://dbpedia.org/class/yago/WikicatCinematographers"	5933
"http://dbpedia.org/class/yago/WikicatConvertsToRomanCatholicism"	5928
"http://dbpedia.org/class/yago/Variable109468959"	5928
"http://dbpedia.org/class/yago/Wikicat19th-centuryItalianPainters"	5925
"http://dbpedia.org/class/yago/Violence100965404"	5923
"http://dbpedia.org/class/yago/Aggression100964569"	5923
"http://dbpedia.org/class/yago/Riot101170502"	5923
"http://dbpedia.org/class/yago/WikicatAmericanMagazines"	5922
"http://dbpedia.org/class/yago/WikicatCommunesOfAin"	5918
"http://dbpedia.org/class/yago/WikicatPeopleFromAtlanta,Georgia"	5917
"http://dbpedia.org/class/yago/WikicatAmericanMaleSoapOperaActors"	5916
"http://dbpedia.org/class/yago/Abbot109754404"	5913
"http://dbpedia.org/class/yago/WikicatPeopleFromTheRhineProvince"	5909
"http://dbpedia.org/class/yago/WikicatPeopleFromOslo"	5909
"http://dbpedia.org/class/yago/WikicatBritishAcademics"	5901
"http://dbpedia.org/class/yago/WikicatUruguayanExpatriateFootballers"	5901
"http://dbpedia.org/class/yago/WikicatCommunesOfGers"	5899
"http://dbpedia.org/class/yago/WikicatInsectsOfAndorra"	5895
"http://dbpedia.org/class/yago/WikicatBritishScreenwriters"	5891
"http://dbpedia.org/class/yago/WikicatOlympicMedalistsInHandball"	5890
"http://dbpedia.org/class/yago/WikicatTownsInNorthRhine-Westphalia"	5889
"http://dbpedia.org/class/yago/WikicatEnglishJournalists"	5889
"http://dbpedia.org/class/yago/WikicatRockSongs"	5889
"http://www.wikidata.org/entity/Q2566598"	5888
"http://dbpedia.org/class/yago/WikicatAcademicsOfTheUniversityOfCambridge"	5882
"http://dbpedia.org/class/yago/WikicatRepublicanParty(UnitedStates)Politicians"	5881
"http://dbpedia.org/class/yago/Wikicat1988Albums"	5878
"http://dbpedia.org/class/yago/WikicatPeopleFromBelgrade"	5878
"http://dbpedia.org/class/yago/WikicatCzechIceHockeyPlayers"	5876
"http://dbpedia.org/class/yago/WikicatGermanPrisonersOfWar"	5875
"http://dbpedia.org/class/yago/GeologicalPhenomenon111417672"	5871
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInWestPomeranianVoivodeship"	5866
"http://dbpedia.org/class/yago/WordPicture107201804"	5863
"http://dbpedia.org/class/yago/Compact103079136"	5859
"http://umbel.org/umbel/rc/OrganizationOfOrganizations"	5853
"http://dbpedia.org/class/yago/WikicatNewYorkRangersPlayers"	5852
"http://dbpedia.org/class/yago/Atom114619225"	5849
"http://dbpedia.org/class/yago/WikicatCommunesOfArdennes(department)"	5845
"http://dbpedia.org/class/yago/WikicatIndianFilmActresses"	5840
"http://dbpedia.org/class/yago/WikicatPeopleFromNewOrleans,Louisiana"	5839
"http://dbpedia.org/class/yago/WikicatEarlsInThePeerageOfEngland"	5835
"http://dbpedia.org/class/yago/WikicatWestHamUnitedF.C.Players"	5833
"http://dbpedia.org/class/yago/WikicatChelseaF.C.Players"	5832
"http://dbpedia.org/class/yago/Wikicat1920sDramaFilms"	5827
"http://dbpedia.org/class/yago/WikicatSwimmersAtThe2004SummerOlympics"	5827
"http://dbpedia.org/class/yago/WikicatParticipantsInTheSecondVaticanCouncil"	5825
"http://dbpedia.org/class/yago/Trader110720453"	5823
"http://dbpedia.org/class/yago/WikicatPeopleFromQueens,NewYork"	5816
"http://dbpedia.org/class/yago/Wikicat21st-centuryComposers"	5814
"http://dbpedia.org/class/yago/WikicatMaleFreestyleSwimmers"	5806
"http://dbpedia.org/class/yago/Wikicat2000sThrillerFilms"	5805
"http://dbpedia.org/class/yago/Premier109907196"	5800
"http://dbpedia.org/ontology/Pope"	5800
"http://dbpedia.org/class/yago/Tunnel104497962"	5799
"http://dbpedia.org/class/yago/WikicatAmericanFootballOffensiveTackles"	5796
"http://dbpedia.org/class/yago/WikicatMunicipalitiesInHesse"	5796
"http://dbpedia.org/class/yago/WikicatAmericanColumnists"	5794
"http://dbpedia.org/class/yago/NervousDisorder114084880"	5792
"http://dbpedia.org/class/yago/WikicatComputerFileFormats"	5792
"http://dbpedia.org/class/yago/Wikicat2000Singles"	5789
"http://dbpedia.org/class/yago/Wikicat1996Films"	5788
"http://dbpedia.org/class/yago/Literate110266328"	5782
"http://dbpedia.org/class/yago/Writer110801291"	5782
"http://dbpedia.org/class/yago/WikicatCommunesOfYonne"	5776
"http://dbpedia.org/class/yago/WikicatCitiesInPennsylvania"	5775
"http://dbpedia.org/class/yago/WikicatAustralianSoccerPlayers"	5773
"http://dbpedia.org/class/yago/WikicatCompilationAlbums"	5773
"http://dbpedia.org/class/yago/WikicatNetherlandsInternationalFootballers"	5773
"http://dbpedia.org/class/yago/WikicatAmericanBluesSingers"	5770
"http://dbpedia.org/class/yago/Umpire110735984"	5769
"http://dbpedia.org/class/yago/Clarinetist109926246"	5768
"http://dbpedia.org/class/yago/WikicatWiiGames"	5768
"http://dbpedia.org/class/yago/Shortstop110592986"	5768
"http://dbpedia.org/class/yago/Wikicat19th-centuryGermanPeople"	5767
"http://dbpedia.org/class/yago/Diarist110011486"	5766
"http://dbpedia.org/class/yago/Wikicat1940sDramaFilms"	5764
"http://dbpedia.org/class/yago/WikicatCommunesOfMali"	5762
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRioGrandeDoSul"	5761
"http://dbpedia.org/class/yago/WikicatOSXGames"	5760
"http://dbpedia.org/class/yago/Produce107705711"	5760
"http://umbel.org/umbel/rc/Journalist"	5760
"http://dbpedia.org/class/yago/Autoloader102759963"	5759
"http://dbpedia.org/class/yago/Socialite110619409"	5758
"http://dbpedia.org/class/yago/Watercourse104559275"	5756
"http://dbpedia.org/class/yago/Canal102947212"	5756
"http://dbpedia.org/class/yago/WikicatUkrainianPeople"	5751
"http://dbpedia.org/class/yago/Wikicat1987Albums"	5751
"http://dbpedia.org/class/yago/WikicatBritishPainters"	5749
"http://dbpedia.org/class/yago/Problem114410605"	5748
"http://dbpedia.org/class/yago/WikicatEnglishFilmDirectors"	5748
"http://dbpedia.org/class/yago/WikicatPeopleFromMumbai"	5738
"http://dbpedia.org/class/yago/WikicatPeopleFromCountyGalway"	5736
"http://dbpedia.org/class/yago/WikicatPeopleFromLiverpool"	5735
"http://dbpedia.org/class/yago/WikicatWorldSportscarChampionshipDrivers"	5735
"http://dbpedia.org/class/yago/WikicatAmericanFantasyWriters"	5734
"http://dbpedia.org/class/yago/Boat102858304"	5732
"http://dbpedia.org/class/yago/AutomaticFirearm102760429"	5731
"http://dbpedia.org/class/yago/MachineGun103701391"	5731
"http://dbpedia.org/class/yago/WikicatBeetlesOfEurope"	5730
"http://dbpedia.org/class/yago/Menagerie103745146"	5728
"http://dbpedia.org/class/yago/WikicatOlympicMedalistsInCanoeing"	5721
"http://dbpedia.org/class/yago/Citizenry108160276"	5720
"http://dbpedia.org/class/yago/WikicatAmericanMaleGolfers"	5720
"http://dbpedia.org/class/yago/Electorate108161068"	5720
"http://dbpedia.org/class/yago/PoliticalOrientation106212839"	5719
"http://dbpedia.org/class/yago/WikicatOlympicMedalistsInVolleyball"	5719
"http://dbpedia.org/class/yago/Wikicat20th-centuryRomanCatholicPriests"	5719
"http://dbpedia.org/class/yago/WikicatPeopleFromBrussels"	5718
"http://dbpedia.org/class/yago/Wikicat2000sRomanticComedyFilms"	5717
"http://dbpedia.org/class/yago/WikicatTelugu-languageFilms"	5717
"http://dbpedia.org/class/yago/Assassin109813696"	5716
"http://dbpedia.org/class/yago/AquaticBird101844917"	5711
"http://dbpedia.org/class/yago/WikicatDartmouthCollegeAlumni"	5710
"http://dbpedia.org/class/yago/WikicatWelshRugbyUnionPlayers"	5709
"http://dbpedia.org/class/yago/WikicatChristianWriters"	5708
"http://dbpedia.org/class/yago/Script106351613"	5704
"http://dbpedia.org/class/yago/Wikicat1930sComedyFilms"	5704
"http://dbpedia.org/class/yago/Wikicat21st-centuryFrenchWriters"	5702
"http://dbpedia.org/class/yago/VariableStar109469152"	5701
"http://dbpedia.org/class/yago/WikicatDutchExpatriateFootballers"	5699
"http://dbpedia.org/class/yago/WikicatArchipelagoesOfThePacificOcean"	5699
"http://dbpedia.org/class/yago/WikicatItalianMaleCyclists"	5698
"http://dbpedia.org/class/yago/WikicatNintendoDSGames"	5697
"http://dbpedia.org/class/yago/WikicatPlayStationPortableGames"	5695
"http://dbpedia.org/class/yago/WikicatTownshipsInIndiana"	5688
"http://dbpedia.org/class/yago/WikicatAmericanDiplomats"	5684
"http://dbpedia.org/class/yago/WikicatItalianDramaFilms"	5684
"http://dbpedia.org/class/yago/WikicatFootballClubsInSpain"	5683
"http://dbpedia.org/class/yago/WikicatConservativeParty(UK)Politicians"	5682
"http://dbpedia.org/class/yago/Wikicat1995Films"	5680
"http://dbpedia.org/class/yago/WikicatClevelandBrownsPlayers"	5677
"http://dbpedia.org/class/yago/Queen110499355"	5675
"http://dbpedia.org/class/yago/Phenol114989545"	5669
"http://dbpedia.org/class/yago/WikicatExpatriateFootballersInPoland"	5669
"http://dbpedia.org/class/yago/WikicatAmericanFootballDefensiveTackles"	5669
"http://dbpedia.org/class/yago/WikicatCommunesOfAude"	5668
"http://dbpedia.org/class/yago/WikicatAmericanPeopleConvictedOfMurder"	5667
"http://dbpedia.org/class/yago/WikicatAmericanBands"	5667
"http://dbpedia.org/class/yago/WikicatGermanBotanists"	5666
"http://www.wikidata.org/entity/Q19546"	5666
"http://dbpedia.org/class/yago/Consequence111410625"	5665
"http://dbpedia.org/class/yago/Diver110019552"	5664
"http://dbpedia.org/class/yago/WikicatWelshFootballers"	5662
"http://dbpedia.org/class/yago/Wikicat20th-centuryAnglicanBishops"	5652
"http://dbpedia.org/class/yago/Wikicat20th-centuryEnglishActresses"	5647
"http://dbpedia.org/class/yago/WikicatCensus-designatedPlacesInPennsylvania"	5647
"http://dbpedia.org/class/yago/WikicatMunicipalitiesInSaxony"	5643
"http://dbpedia.org/class/yago/WikicatExpatriateFootballersInIsrael"	5643
"http://dbpedia.org/class/yago/WikicatEnglishHistorians"	5640
"http://dbpedia.org/class/yago/WikicatPeopleFromTheProvinceOfBrandenburg"	5640
"http://dbpedia.org/class/yago/WikicatPoisonousPlants"	5639
"http://dbpedia.org/class/yago/Wikicat19th-centuryChemists"	5639
"http://dbpedia.org/class/yago/PoisonousPlant113100156"	5639
"http://dbpedia.org/class/yago/HumanisticDiscipline106153846"	5638
"http://dbpedia.org/class/yago/WikicatIndianMaleFilmActors"	5638
"http://dbpedia.org/class/yago/Evidence105823932"	5636
"http://dbpedia.org/class/yago/WikicatImpactCratersOnTheMoon"	5629
"http://dbpedia.org/class/yago/Steamer104309348"	5627
"http://dbpedia.org/class/yago/WikicatAmericanThrillerFilms"	5626
"http://dbpedia.org/class/yago/WikicatToledoMudHensPlayers"	5623
"http://dbpedia.org/class/yago/WikicatPeopleFromTheKingdomOfBavaria"	5621
"http://dbpedia.org/class/yago/Brigade108213978"	5620
"http://dbpedia.org/class/yago/Wikicat1986Albums"	5619
"http://dbpedia.org/class/yago/WikicatRussianPoliticians"	5617
"http://dbpedia.org/class/yago/Anatomist109792237"	5616
"http://dbpedia.org/class/yago/WikicatMcGillUniversityAlumni"	5616
"http://dbpedia.org/class/yago/WikicatColombianFootballers"	5614
"http://dbpedia.org/class/yago/Zone108688247"	5610
"http://dbpedia.org/class/yago/WikicatRealMadridC.F.Players"	5607
"http://dbpedia.org/class/yago/WikicatClassicalComposers"	5604
"http://dbpedia.org/class/yago/WikicatUEFAEuro2004Players"	5604
"http://dbpedia.org/class/yago/WikicatNewYorkMetsPlayers"	5597
"http://dbpedia.org/class/yago/Encyclopedia106427387"	5594
"http://dbpedia.org/class/yago/Abolitionist109756637"	5591
"http://dbpedia.org/class/yago/Non-standardSpeech107155081"	5590
"http://dbpedia.org/class/yago/Dialect107155661"	5590
"http://dbpedia.org/class/yago/Wikicat2010sComedyFilms"	5587
"http://dbpedia.org/class/yago/WikicatFCBarcelonaFootballers"	5586
"http://dbpedia.org/class/yago/WikicatAmericanSprinters"	5585
"http://dbpedia.org/class/yago/Accountant109761403"	5585
"http://dbpedia.org/class/yago/Hypothesis105888929"	5583
"http://dbpedia.org/ontology/RadioProgram"	5582
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInAbruzzo"	5582
"http://dbpedia.org/class/yago/WikicatWomenClassicalComposers"	5572
"http://dbpedia.org/class/yago/Automaton102761392"	5566
"http://dbpedia.org/class/yago/WikicatCommunesOfHaute-Marne"	5563
"http://dbpedia.org/class/yago/WikicatMunicipalitiesOfFinland"	5562
"http://dbpedia.org/class/yago/WikicatEnglishPeopleOfScottishDescent"	5559
"http://dbpedia.org/class/yago/WikicatPopMusicGroups"	5559
"http://dbpedia.org/class/yago/Imperfection114462666"	5557
"http://dbpedia.org/class/yago/WikicatFilmDirectorsFromCalifornia"	5552
"http://dbpedia.org/class/yago/Wikicat16th-centuryItalianPeople"	5549
"http://dbpedia.org/class/yago/WikicatAfrican-AmericanActors"	5542
"http://dbpedia.org/class/yago/WikicatRockBallads"	5541
"http://dbpedia.org/class/yago/WikicatAustralianCricketers"	5539
"http://dbpedia.org/class/yago/WikicatSanFrancisco49ersPlayers"	5539
"http://dbpedia.org/class/yago/WikicatNon-governmentalOrganizations"	5535
"http://dbpedia.org/class/yago/Convertible103100240"	5534
"http://dbpedia.org/class/yago/Emblem106880664"	5533
"http://dbpedia.org/class/yago/Symbol105765415"	5533
"http://dbpedia.org/class/yago/WikicatFrenchPhysicians"	5531
"http://dbpedia.org/class/yago/Wikicat1993Films"	5530
"http://dbpedia.org/class/yago/Rifle104090263"	5530
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInStyria"	5527
"http://dbpedia.org/class/yago/WikicatBritishDiplomats"	5526
"http://dbpedia.org/class/yago/WikicatItalianAcademics"	5524
"http://dbpedia.org/class/yago/Defect114464005"	5523
"http://dbpedia.org/class/yago/WikicatButterflies"	5520
"http://dbpedia.org/class/yago/Humanitarian110191613"	5519
"http://dbpedia.org/class/yago/WikicatNigerianFootballers"	5519
"http://dbpedia.org/class/yago/WikicatGalaxies"	5518
"http://dbpedia.org/class/yago/Spacecraft104264914"	5518
"http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfValencia"	5516
"http://dbpedia.org/class/yago/WikicatPulitzerPrizeWinners"	5515
"http://dbpedia.org/class/yago/WikicatLandscapePainters"	5514
"http://dbpedia.org/class/yago/CommercialEnterprise108065093"	5513
"http://dbpedia.org/class/yago/Surface104362025"	5513
"http://dbpedia.org/class/yago/Wikicat20th-centurySpanishWriters"	5511
"http://dbpedia.org/class/yago/WikicatCompactCars"	5508
"http://dbpedia.org/class/yago/WikicatTownsInNorthCarolina"	5508
"http://dbpedia.org/class/yago/WikicatMonthlyMagazines"	5505
"http://dbpedia.org/class/yago/WikicatStationWagons"	5503
